station_code,station_name,state,district,observation_date,season,max_temp_c,min_temp_c,avg_temp_c,rainfall_mm,relative_humidity_percent,wind_speed_kmh,wind_direction,visibility_km,cloud_cover_percent,sunshine_hours,atmospheric_pressure_hpa,soil_temperature_c,heat_index_c,dew_point_c,flood_warning,cyclone_alert,rainfall_category,weather_condition
IMD2520,Meerut Weather Station,Uttar Pradesh,Meerut,2024-06-09,Monsoon,26.9,16.1,22.1,47.3,69,13.3,S,12.3,42,2.9,1013.4,21.2,25.6,15.9,No,No,Moderate,Thunderstorm
IMD2521,Siliguri Weather Station,West Bengal,Siliguri,2021-02-23,Winter,27.0,17.0,20.4,4.139218515847964,47,36.2,SE,3.4,85,10.0,1019.8,18.4,22.8,9.8,No,Yes,Light,Thunderstorm
IMD2522,Jodhpur Weather Station,Rajasthan,Jodhpur,2020-03-01,Summer,33.7,25.2,31.6,5.244110387711684,53,20.8,N,6.8,87,7.5,1011.7,31.1,34.2,22.2,No,No,Light,Thunderstorm
IMD2523,Patiala Weather Station,Punjab,Patiala,2023-11-15,Post-Monsoon,29.4,22.5,24.8,1.0,42,16.3,W,13.7,26,10.9,1020.7,27.2,26.9,13.2,No,No,Light,Cloudy
IMD2524,Lucknow Weather Station,Uttar Pradesh,Lucknow,2021-10-23,Post-Monsoon,30.3,21.9,27.0,3.9162696915140183,49,1.6,NW,2.3,58,7.0,1000.3,28.1,29.4,16.8,No,No,Light,Fog
IMD2525,Patiala Weather Station,Punjab,Patiala,2021-05-19,Summer,41.7,28.7,35.6,1.5876291597484853,41,10.9,E,1.1,39,10.8,1013.2,38.2,37.6,23.8,No,No,Light,Haze
IMD2526,Chennai Weather Station,Tamil Nadu,Chennai,2023-03-19,Summer,40.6,31.2,35.4,2.1119351895325713,52,11.6,S,11.0,61,8.2,1010.8,33.9,38.0,25.8,No,Yes,Light,Thunderstorm
IMD2527,Kolkata Weather Station,West Bengal,Kolkata,2022-06-11,Monsoon,35.6,27.9,33.2,65.8,80,17.8,W,7.3,65,4.2,1012.4,33.6,37.2,29.2,No,No,Moderate,Fog
IMD2528,Jorhat Weather Station,Assam,Jorhat,2023-06-27,Monsoon,35.3,23.3,29.4,19.9,47,35.7,S,9.1,28,2.1,1009.2,27.8,31.8,18.8,No,Yes,Light,Haze
IMD2529,Nagpur Weather Station,Maharashtra,Nagpur,2023-05-11,Summer,41.8,30.4,37.3,2.747020837890042,50,5.8,NE,7.8,100,3.8,1013.6,40.2,39.8,27.3,No,No,Light,Clear
IMD2530,Meerut Weather Station,Uttar Pradesh,Meerut,2021-04-29,Summer,39.3,29.7,34.4,3.5533160314235492,42,17.6,SE,9.3,48,6.0,1009.6,34.2,36.5,22.8,No,No,Light,Haze
IMD2531,Jaipur Weather Station,Rajasthan,Jaipur,2020-01-18,Winter,15.5,6.7,11.7,8.098612414652434,46,29.0,N,8.2,36,7.4,996.9,10.6,14.0,0.9,No,No,Light,Thunderstorm
IMD2532,Amritsar Weather Station,Punjab,Amritsar,2022-11-24,Post-Monsoon,32.3,23.5,27.9,2.372512138192913,52,19.8,NE,8.8,92,10.6,1016.2,27.2,30.5,18.3,No,No,Light,Clear
IMD2533,Lucknow Weather Station,Uttar Pradesh,Lucknow,2022-12-30,Winter,21.4,12.6,15.0,1.7927674219298408,41,13.6,SE,5.5,49,10.8,1019.4,13.0,17.1,3.2,No,No,Light,Fog
IMD2534,Silchar Weather Station,Assam,Silchar,2024-01-05,Winter,19.4,12.1,16.3,3.4492443368955743,41,37.1,E,13.1,77,8.7,1002.4,18.2,18.4,4.5,No,Yes,Light,Thunderstorm
IMD2535,Chennai Weather Station,Tamil Nadu,Chennai,2024-01-17,Winter,24.8,14.0,18.6,6.055391326638524,44,20.6,S,2.9,92,11.6,1011.7,20.0,20.8,7.4,No,No,Light,Clear
IMD2536,Ludhiana Weather Station,Punjab,Ludhiana,2023-05-30,Summer,43.4,33.7,36.9,12.171044240956148,44,32.7,NW,1.8,61,9.9,1002.0,36.9,39.1,25.7,No,No,Light,Cloudy
IMD2537,Patiala Weather Station,Punjab,Patiala,2021-04-08,Summer,41.7,32.7,34.7,1.0,47,23.5,NE,2.8,23,1.0,1007.3,33.2,37.1,24.1,No,No,Light,Cloudy
IMD2538,Lucknow Weather Station,Uttar Pradesh,Lucknow,2022-07-14,Monsoon,35.6,28.7,32.8,50.7,64,24.3,W,5.2,44,1.3,1016.1,31.2,36.0,25.6,No,No,Moderate,Cloudy
IMD2539,Jodhpur Weather Station,Rajasthan,Jodhpur,2023-07-15,Monsoon,31.8,20.0,26.4,34.1,58,27.8,S,8.4,12,2.7,1011.4,27.4,29.3,18.0,No,No,Moderate,Thunderstorm
IMD2540,Hubballi Weather Station,Karnataka,Hubballi,2023-05-06,Summer,43.4,33.9,38.0,3.831205301863561,54,32.7,NE,4.6,4,11.1,1020.0,40.5,40.7,28.8,No,No,Light,Thunderstorm
IMD2541,Jodhpur Weather Station,Rajasthan,Jodhpur,2020-09-08,Monsoon,30.5,21.1,25.4,87.3,89,30.1,E,5.8,88,3.9,1017.4,28.1,29.8,23.2,Yes,No,Heavy,Rain
IMD2542,Kolkata Weather Station,West Bengal,Kolkata,2023-10-19,Post-Monsoon,24.5,14.7,20.0,1.0,41,27.3,S,9.5,16,6.9,1015.9,19.5,22.1,8.2,No,No,Light,Thunderstorm
IMD2543,Ludhiana Weather Station,Punjab,Ludhiana,2022-11-03,Post-Monsoon,31.4,24.7,28.3,10.192985262225326,51,22.9,SE,8.7,15,5.8,1010.8,27.6,30.9,18.5,No,No,Light,Rain
IMD2544,Guwahati Weather Station,Assam,Guwahati,2024-12-03,Winter,27.3,18.3,23.9,1.383922826818298,51,36.9,NW,6.8,6,8.3,1008.5,23.5,26.4,14.1,No,No,Light,Fog
IMD2545,Meerut Weather Station,Uttar Pradesh,Meerut,2022-11-10,Post-Monsoon,28.4,15.3,21.9,6.802053047911884,53,18.3,NE,7.5,49,10.2,1008.2,24.3,24.5,12.5,No,No,Light,Thunderstorm
IMD2546,Durgapur Weather Station,West Bengal,Durgapur,2024-09-25,Monsoon,36.5,24.4,30.8,67.2,70,30.0,NW,13.3,91,8.4,1025.7,32.5,34.3,24.8,No,No,Moderate,Fog
IMD2547,Kanpur Weather Station,Uttar Pradesh,Kanpur,2021-12-15,Winter,20.1,10.5,16.1,4.295764985746989,43,1.6,SW,4.5,45,3.2,1013.2,19.0,18.2,4.7,No,No,Light,Haze
IMD2548,Siliguri Weather Station,West Bengal,Siliguri,2023-02-15,Winter,26.2,15.2,21.5,4.021767976297098,39,3.5,W,6.1,39,6.5,1006.5,24.3,23.4,9.3,No,Yes,Light,Haze
IMD2549,Jaipur Weather Station,Rajasthan,Jaipur,2022-05-09,Summer,41.8,31.5,37.8,2.6434902173843593,51,32.1,S,5.5,92,5.7,1013.4,38.4,40.3,28.0,No,No,Light,Cloudy
IMD2550,Jaipur Weather Station,Rajasthan,Jaipur,2020-10-04,Post-Monsoon,29.0,18.8,25.2,5.2619259672014485,43,13.2,N,10.5,74,8.2,1012.7,25.7,27.3,13.8,No,No,Light,Rain
IMD2551,Lucknow Weather Station,Uttar Pradesh,Lucknow,2020-03-18,Summer,36.9,29.9,34.6,13.392891323179763,46,18.1,N,9.0,97,9.2,1022.2,35.7,36.9,23.8,No,No,Light,Cloudy
IMD2552,Bengaluru Weather Station,Karnataka,Bengaluru,2022-03-17,Summer,36.1,28.6,32.0,1.0,37,28.3,S,11.1,81,3.4,1023.8,32.2,33.9,19.4,No,No,Light,Haze
IMD2553,Siliguri Weather Station,West Bengal,Siliguri,2021-09-13,Monsoon,35.3,25.1,30.4,115.3,99,37.3,S,12.1,10,9.6,1004.8,33.0,35.4,30.2,Yes,No,Heavy,Clear
IMD2554,Udaipur Weather Station,Rajasthan,Udaipur,2024-03-23,Summer,37.2,27.3,30.7,1.0,44,9.9,N,6.3,67,1.8,1010.0,31.6,32.9,19.5,No,No,Light,Clear
IMD2555,Silchar Weather Station,Assam,Silchar,2024-03-10,Summer,40.9,35.6,38.3,3.3749135181957266,50,23.6,NW,11.4,95,11.5,1007.0,40.7,40.8,28.3,No,No,Light,Thunderstorm
IMD2556,Siliguri Weather Station,West Bengal,Siliguri,2023-05-17,Summer,41.4,33.3,36.1,1.0,41,26.3,NW,8.0,24,4.8,1025.1,37.1,38.1,24.3,No,No,Light,Cloudy
IMD2557,Nagpur Weather Station,Maharashtra,Nagpur,2023-12-20,Winter,26.1,14.7,19.9,2.862079160952633,42,11.8,SE,8.1,87,0.7,1005.9,21.6,22.0,8.3,No,No,Light,Rain
IMD2558,Lucknow Weather Station,Uttar Pradesh,Lucknow,2020-12-11,Winter,20.4,7.6,13.4,3.540262331820425,52,37.8,SE,10.7,70,2.8,1022.1,16.3,16.0,3.8,No,No,Light,Thunderstorm
IMD2559,Madurai Weather Station,Tamil Nadu,Madurai,2024-11-16,Post-Monsoon,22.7,17.0,20.6,4.119965057125747,39,28.1,SW,14.5,31,2.8,1018.7,23.4,22.6,8.4,No,Yes,Light,Rain
IMD2560,Hubballi Weather Station,Karnataka,Hubballi,2021-11-27,Post-Monsoon,26.8,17.7,23.3,3.218843395408215,45,38.6,N,8.5,24,10.5,1016.5,22.7,25.6,12.3,No,No,Light,Clear
IMD2561,Siliguri Weather Station,West Bengal,Siliguri,2023-12-03,Winter,25.5,12.5,19.3,3.788283837766594,45,16.6,SE,11.7,15,11.0,1020.0,19.2,21.6,8.3,No,Yes,Light,Cloudy
IMD2562,Nashik Weather Station,Maharashtra,Nashik,2023-09-13,Monsoon,32.8,24.7,29.9,19.0,47,13.4,NW,4.1,86,2.0,1010.4,30.5,32.2,19.3,No,No,Light,Clear
IMD2563,Patiala Weather Station,Punjab,Patiala,2021-12-14,Winter,26.5,17.3,23.6,1.8457641251087828,39,38.2,NW,12.8,59,11.9,1011.4,24.1,25.6,11.4,No,No,Light,Rain
IMD2564,Jodhpur Weather Station,Rajasthan,Jodhpur,2024-12-10,Winter,20.3,14.2,16.7,6.562310198238315,53,4.2,SW,14.9,13,2.7,1001.6,16.4,19.3,7.3,No,No,Light,Haze
IMD2565,Ludhiana Weather Station,Punjab,Ludhiana,2022-09-22,Monsoon,30.8,23.7,26.7,126.5,100,22.6,S,1.8,97,10.2,1005.9,24.8,31.7,26.7,Yes,No,Heavy,Haze
IMD2566,Coimbatore Weather Station,Tamil Nadu,Coimbatore,2024-01-14,Winter,20.5,9.9,15.6,3.602355927638442,48,20.8,NW,9.1,0,2.6,1013.5,15.6,18.0,5.2,No,Yes,Light,Haze
IMD2567,Meerut Weather Station,Uttar Pradesh,Meerut,2020-02-07,Winter,20.1,12.4,17.2,2.6168051179464973,53,34.4,E,13.5,1,10.0,1004.7,16.2,19.8,7.8,No,No,Light,Rain
IMD2568,Nashik Weather Station,Maharashtra,Nashik,2023-01-27,Winter,28.5,19.1,22.5,15.891713322990583,48,21.5,E,3.5,95,3.4,1022.2,25.0,24.9,12.1,No,No,Light,Haze
IMD2569,Udaipur Weather Station,Rajasthan,Udaipur,2024-09-06,Monsoon,33.5,25.9,31.0,31.7,62,31.2,S,2.8,3,3.4,1005.3,33.0,34.1,23.4,No,No,Moderate,Haze
IMD2570,Lucknow Weather Station,Uttar Pradesh,Lucknow,2022-02-23,Winter,25.1,17.6,21.4,5.269129835914897,42,21.0,NW,13.2,49,6.0,1007.2,19.9,23.5,9.8,No,No,Light,Thunderstorm
IMD2571,Chennai Weather Station,Tamil Nadu,Chennai,2024-06-15,Monsoon,34.3,28.8,31.6,17.8,45,35.3,NE,12.5,45,5.2,1013.1,32.5,33.9,20.6,No,No,Light,Fog
IMD2572,Madurai Weather Station,Tamil Nadu,Madurai,2023-06-29,Monsoon,30.1,20.9,24.7,16.9,48,30.2,N,11.5,27,6.0,1010.0,26.3,27.1,14.3,No,No,Light,Haze
IMD2573,Udaipur Weather Station,Rajasthan,Udaipur,2023-10-23,Post-Monsoon,26.1,17.9,24.1,2.9619756216013897,45,34.3,NE,11.6,63,3.8,1007.8,27.1,26.4,13.1,No,No,Light,Haze
IMD2574,Nashik Weather Station,Maharashtra,Nashik,2024-05-16,Summer,42.4,31.9,36.9,1.2925704223219827,42,12.8,E,9.0,29,11.8,1003.4,37.6,39.0,25.3,No,No,Light,Haze
IMD2575,Udaipur Weather Station,Rajasthan,Udaipur,2023-12-11,Winter,22.0,11.2,17.3,2.5058582777370706,47,3.0,S,3.9,44,5.2,1005.2,18.9,19.7,6.7,No,No,Light,Fog
IMD2576,Chennai Weather Station,Tamil Nadu,Chennai,2024-08-24,Monsoon,32.0,26.8,29.7,26.7,52,39.6,SW,1.7,61,1.3,1004.5,29.0,32.3,20.1,No,Yes,Moderate,Cloudy
IMD2577,Jaipur Weather Station,Rajasthan,Jaipur,2020-05-01,Summer,44.2,35.5,37.5,3.3989325265715773,49,36.7,W,9.2,80,8.7,1008.5,39.7,40.0,27.3,No,No,Light,Rain
IMD2578,Coimbatore Weather Station,Tamil Nadu,Coimbatore,2020-11-13,Post-Monsoon,22.3,17.7,20.3,3.4507291052474307,41,15.7,SW,8.0,94,2.9,1005.5,20.0,22.4,8.5,No,No,Light,Haze
IMD2579,Chennai Weather Station,Tamil Nadu,Chennai,2021-05-07,Summer,36.6,26.2,31.8,2.86455363030329,48,34.7,W,13.7,4,9.7,1021.2,30.6,34.2,21.4,No,Yes,Light,Haze
IMD2580,Ludhiana Weather Station,Punjab,Ludhiana,2021-05-03,Summer,38.5,29.5,35.9,5.94624116366635,45,24.5,NW,12.7,81,5.7,1015.7,34.2,38.1,24.9,No,No,Light,Haze
IMD2581,Chennai Weather Station,Tamil Nadu,Chennai,2022-11-07,Post-Monsoon,29.3,19.8,24.4,10.380216275154957,46,2.1,N,14.6,50,11.9,1006.9,27.4,26.7,13.6,No,Yes,Light,Clear
IMD2582,Siliguri Weather Station,West Bengal,Siliguri,2020-10-21,Post-Monsoon,31.6,21.1,26.1,1.0407606479484468,52,28.0,S,14.1,85,8.5,1000.8,29.0,28.7,16.5,No,Yes,Light,Cloudy
IMD2583,Lucknow Weather Station,Uttar Pradesh,Lucknow,2023-05-14,Summer,38.0,33.1,35.1,4.207885258076906,49,35.9,NW,12.3,18,10.8,1008.2,35.0,37.6,24.9,No,No,Light,Haze
IMD2584,Pune Weather Station,Maharashtra,Pune,2024-02-01,Winter,22.8,16.4,20.5,9.232164840260323,54,19.9,E,14.5,5,11.9,1000.1,19.1,23.2,11.3,No,No,Light,Cloudy
IMD2585,Ludhiana Weather Station,Punjab,Ludhiana,2022-03-27,Summer,31.9,24.2,28.2,4.366947365824842,55,29.4,S,4.9,99,7.1,1016.3,29.2,30.9,19.2,No,No,Light,Thunderstorm
IMD2586,Hubballi Weather Station,Karnataka,Hubballi,2021-06-09,Monsoon,36.6,27.6,30.6,79.1,88,33.1,SW,8.0,30,1.1,1012.9,29.5,35.0,28.2,No,No,Moderate,Thunderstorm
IMD2587,Siliguri Weather Station,West Bengal,Siliguri,2020-06-17,Monsoon,34.3,24.3,27.4,51.4,63,14.6,SE,10.2,67,10.8,1017.2,27.6,30.5,20.0,No,Yes,Moderate,Thunderstorm
IMD2588,Patiala Weather Station,Punjab,Patiala,2022-05-31,Summer,40.0,34.0,37.1,4.746127746224933,43,4.1,E,5.6,33,11.7,1016.7,35.7,39.2,25.7,No,No,Light,Clear
IMD2589,Nashik Weather Station,Maharashtra,Nashik,2022-09-21,Monsoon,35.1,27.2,30.9,53.2,63,17.6,N,13.8,9,5.7,1000.3,30.2,34.0,23.5,No,No,Moderate,Fog
IMD2590,Guwahati Weather Station,Assam,Guwahati,2020-07-10,Monsoon,31.7,20.0,24.8,18.3,47,34.5,SW,5.0,52,5.4,1000.3,27.1,27.2,14.2,No,No,Light,Haze
IMD2591,Amritsar Weather Station,Punjab,Amritsar,2024-04-30,Summer,34.8,28.2,32.2,4.1265051816379374,55,22.5,SE,9.5,67,8.7,1014.2,32.9,35.0,23.2,No,No,Light,Haze
IMD2592,Hubballi Weather Station,Karnataka,Hubballi,2020-10-23,Post-Monsoon,33.1,26.0,28.5,4.323031398156477,54,4.3,S,8.2,47,11.5,1016.8,28.1,31.2,19.3,No,No,Light,Thunderstorm
IMD2593,Nagpur Weather Station,Maharashtra,Nagpur,2021-11-03,Post-Monsoon,27.4,14.2,20.9,19.571631735551783,50,21.3,SW,14.7,98,7.7,1004.1,23.4,23.4,10.9,No,No,Light,Rain
IMD2594,Coimbatore Weather Station,Tamil Nadu,Coimbatore,2022-12-21,Winter,21.2,11.7,16.3,1.3782690922670529,43,9.7,NW,15.0,56,11.0,1014.7,18.4,18.4,4.9,No,No,Light,Fog
IMD2595,Durgapur Weather Station,West Bengal,Durgapur,2023-02-14,Winter,20.6,9.9,13.7,11.652279013203115,56,30.5,E,12.1,22,5.9,1002.3,16.0,16.5,4.9,No,No,Light,Thunderstorm
IMD2596,Amritsar Weather Station,Punjab,Amritsar,2024-12-17,Winter,20.4,11.6,14.1,1.8663430619439636,52,15.8,W,4.0,87,11.6,1004.5,13.3,16.7,4.5,No,No,Light,Cloudy
IMD2597,Jodhpur Weather Station,Rajasthan,Jodhpur,2021-03-27,Summer,41.4,29.8,35.0,10.031960389590893,56,19.4,N,5.6,16,11.6,1022.4,35.6,37.8,26.2,No,No,Light,Rain
IMD2598,Udaipur Weather Station,Rajasthan,Udaipur,2020-12-13,Winter,21.6,11.4,15.6,15.919325722936989,46,24.4,W,9.0,73,3.6,1020.0,16.8,17.9,4.8,No,No,Light,Haze
IMD2599,Guwahati Weather Station,Assam,Guwahati,2023-03-14,Summer,37.8,30.7,35.1,1.0,46,18.3,NW,9.5,7,7.7,1010.3,35.9,37.4,24.3,No,No,Light,Cloudy
IMD2600,Nagpur Weather Station,Maharashtra,Nagpur,2022-01-15,Winter,18.3,11.6,15.4,1.674679671020484,45,23.4,S,3.9,52,4.3,1012.1,16.5,17.6,4.4,No,No,Light,Rain
IMD2601,Patiala Weather Station,Punjab,Patiala,2023-04-23,Summer,34.3,27.1,30.9,5.799916552702528,40,19.1,W,11.7,57,10.2,1007.7,30.0,32.9,18.9,No,No,Light,Thunderstorm
IMD2602,Mysuru Weather Station,Karnataka,Mysuru,2022-02-19,Winter,20.9,8.3,14.3,1.0,51,7.0,N,2.4,21,7.4,1016.7,12.9,16.9,4.5,No,No,Light,Fog
IMD2603,Lucknow Weather Station,Uttar Pradesh,Lucknow,2023-02-11,Winter,22.3,14.8,17.8,1.0,43,4.7,NW,6.7,10,2.5,996.6,19.4,19.9,6.4,No,No,Light,Fog
IMD2604,Kanpur Weather Station,Uttar Pradesh,Kanpur,2021-08-03,Monsoon,33.1,22.5,29.5,62.2,70,13.7,NW,11.1,5,4.1,1015.7,29.8,33.0,23.5,No,No,Moderate,Clear
IMD2605,Mysuru Weather Station,Karnataka,Mysuru,2022-08-02,Monsoon,31.1,21.6,28.1,51.5,63,33.2,W,8.0,1,1.2,1009.9,30.5,31.2,20.7,No,No,Moderate,Thunderstorm
IMD2606,Hubballi Weather Station,Karnataka,Hubballi,2024-03-06,Summer,38.6,29.9,35.7,2.4471791848790048,39,10.9,E,7.2,43,0.4,1010.3,34.6,37.7,23.5,No,No,Light,Cloudy
IMD2607,Bengaluru Weather Station,Karnataka,Bengaluru,2021-07-30,Monsoon,36.1,26.9,29.7,43.2,69,20.9,SW,10.9,95,0.1,1014.9,29.6,33.1,23.5,No,No,Moderate,Haze
IMD2608,Silchar Weather Station,Assam,Silchar,2024-05-14,Summer,36.0,30.3,33.3,1.1349259933556666,44,30.0,SW,3.7,93,9.7,1006.6,32.1,35.5,22.1,No,Yes,Light,Rain
IMD2609,Udaipur Weather Station,Rajasthan,Udaipur,2021-03-19,Summer,41.8,34.5,38.8,5.2429299458888945,54,19.0,W,5.4,67,0.5,1011.4,41.6,41.5,29.6,No,No,Light,Rain
IMD2610,Bengaluru Weather Station,Karnataka,Bengaluru,2021-11-17,Post-Monsoon,25.6,17.2,20.9,4.81965407550106,43,19.6,SE,6.5,45,5.9,1018.0,18.9,23.0,9.5,No,No,Light,Haze
IMD2611,Amritsar Weather Station,Punjab,Amritsar,2023-08-15,Monsoon,28.4,20.4,23.4,13.2,59,24.2,NE,10.4,29,10.9,1021.0,24.9,26.3,15.2,No,No,Light,Cloudy
IMD2612,Hubballi Weather Station,Karnataka,Hubballi,2024-07-14,Monsoon,34.1,25.8,30.5,50.8,75,8.3,N,10.7,75,0.1,1004.1,31.5,34.2,25.5,No,No,Moderate,Fog
IMD2613,Pune Weather Station,Maharashtra,Pune,2022-04-11,Summer,40.9,35.0,37.3,1.9587850962617968,44,23.2,NE,11.1,48,9.6,1013.5,35.8,39.5,26.1,No,No,Light,Clear
IMD2614,Chennai Weather Station,Tamil Nadu,Chennai,2023-04-02,Summer,37.9,29.8,32.2,4.276395135572513,39,15.4,NE,4.6,65,11.4,1011.0,31.4,34.2,20.0,No,Yes,Light,Rain
IMD2615,Hubballi Weather Station,Karnataka,Hubballi,2024-10-05,Post-Monsoon,26.0,19.6,22.1,1.0,50,4.9,S,10.8,5,5.6,998.4,20.3,24.6,12.1,No,No,Light,Clear
IMD2616,Durgapur Weather Station,West Bengal,Durgapur,2022-04-29,Summer,41.5,30.4,36.5,5.8942137309309866,52,27.8,SW,12.0,96,8.5,1004.9,35.0,39.1,26.9,No,No,Light,Rain
IMD2617,Amritsar Weather Station,Punjab,Amritsar,2023-11-18,Post-Monsoon,32.2,19.7,26.6,1.0,45,4.5,NE,9.5,12,6.3,1005.6,24.6,28.9,15.6,No,No,Light,Rain
IMD2618,Kanpur Weather Station,Uttar Pradesh,Kanpur,2021-05-29,Summer,43.1,31.4,37.6,1.0,53,5.8,SE,10.4,82,10.1,1005.7,40.1,40.2,28.2,No,No,Light,Thunderstorm
IMD2619,Jorhat Weather Station,Assam,Jorhat,2023-05-22,Summer,36.5,31.6,34.5,1.1467884351691897,42,5.1,E,14.8,72,11.2,1022.7,37.0,36.6,22.9,No,Yes,Light,Clear
IMD2620,Durgapur Weather Station,West Bengal,Durgapur,2022-05-10,Summer,35.8,28.0,33.5,2.1754236955899624,53,3.2,W,13.5,20,11.7,1005.5,35.2,36.1,24.1,No,No,Light,Thunderstorm
IMD2621,Mysuru Weather Station,Karnataka,Mysuru,2024-03-24,Summer,35.9,25.4,32.2,1.885022614647237,41,11.3,NE,12.0,86,3.7,1011.2,34.4,34.2,20.4,No,No,Light,Thunderstorm
IMD2622,Silchar Weather Station,Assam,Silchar,2023-03-22,Summer,35.9,26.6,32.9,1.2516791385514483,41,22.7,N,9.5,62,1.3,1010.7,31.7,34.9,21.1,No,No,Light,Thunderstorm
IMD2623,Pune Weather Station,Maharashtra,Pune,2021-03-16,Summer,38.8,28.9,35.9,4.835841540229717,54,5.9,SE,8.7,77,5.8,1017.8,35.1,38.6,26.7,No,No,Light,Thunderstorm
IMD2624,Jorhat Weather Station,Assam,Jorhat,2020-07-18,Monsoon,32.6,24.7,28.6,37.7,71,36.8,W,14.3,65,8.3,1016.3,27.8,32.1,22.8,No,Yes,Moderate,Clear
IMD2625,Jorhat Weather Station,Assam,Jorhat,2020-12-31,Winter,25.4,15.2,19.1,4.419035599101985,43,11.4,W,7.2,31,5.5,1015.3,21.3,21.2,7.7,No,Yes,Light,Clear
IMD2626,Mysuru Weather Station,Karnataka,Mysuru,2023-07-02,Monsoon,26.4,21.0,23.2,12.3,47,20.2,NE,8.0,75,1.7,1012.6,21.7,25.6,12.6,No,No,Light,Fog
IMD2627,Kanpur Weather Station,Uttar Pradesh,Kanpur,2022-07-21,Monsoon,34.0,28.3,31.2,88.8,86,24.6,S,6.5,9,9.5,1013.6,31.7,35.5,28.4,Yes,No,Heavy,Cloudy
IMD2628,Chennai Weather Station,Tamil Nadu,Chennai,2024-03-21,Summer,42.6,32.1,36.0,1.0,43,39.4,W,11.2,90,9.7,1007.7,36.1,38.1,24.6,No,No,Light,Haze
IMD2629,Jodhpur Weather Station,Rajasthan,Jodhpur,2022-10-13,Post-Monsoon,29.1,19.3,25.5,5.099064214477578,47,9.6,N,2.6,91,1.1,1024.1,24.3,27.9,14.9,No,No,Light,Cloudy
IMD2630,Jodhpur Weather Station,Rajasthan,Jodhpur,2023-04-11,Summer,45.8,35.1,39.0,1.7098890778787645,39,1.9,NE,4.2,45,11.1,992.6,39.3,41.0,26.8,No,No,Light,Rain
IMD2631,Nagpur Weather Station,Maharashtra,Nagpur,2024-11-17,Post-Monsoon,31.3,22.4,25.9,1.8071781338846642,38,16.6,SW,6.3,34,10.0,1000.8,27.1,27.8,13.5,No,No,Light,Cloudy
IMD2632,Udaipur Weather Station,Rajasthan,Udaipur,2023-10-07,Post-Monsoon,27.8,14.7,21.3,1.0,50,17.5,W,5.3,20,0.9,1010.8,22.3,23.8,11.3,No,No,Light,Thunderstorm
IMD2633,Nagpur Weather Station,Maharashtra,Nagpur,2022-02-19,Winter,23.7,16.8,19.6,2.3072339772589237,52,2.8,W,12.8,20,11.4,1017.7,18.2,22.2,10.0,No,No,Light,Fog
IMD2634,Patiala Weather Station,Punjab,Patiala,2023-12-04,Winter,21.7,15.2,19.1,1.0,48,32.8,W,13.7,8,0.9,1017.6,21.9,21.5,8.7,No,No,Light,Haze
IMD2635,Udaipur Weather Station,Rajasthan,Udaipur,2024-11-08,Post-Monsoon,24.2,17.5,21.1,3.889865000038035,38,32.7,NE,11.4,72,5.6,1005.8,20.3,23.0,8.7,No,No,Light,Rain
IMD2636,Chennai Weather Station,Tamil Nadu,Chennai,2022-02-08,Winter,17.1,7.1,12.9,1.0,39,36.9,E,4.6,2,0.9,1013.1,11.5,14.8,0.7,No,No,Light,Cloudy
IMD2637,Madurai Weather Station,Tamil Nadu,Madurai,2022-07-29,Monsoon,32.1,21.4,27.1,56.1,77,30.0,SE,1.3,69,10.8,1018.8,26.6,31.0,22.5,No,No,Moderate,Clear
IMD2638,Durgapur Weather Station,West Bengal,Durgapur,2024-12-03,Winter,21.8,12.4,19.0,1.0,42,10.5,SW,11.5,81,1.1,1008.8,18.6,21.1,7.4,No,Yes,Light,Haze
IMD2639,Bengaluru Weather Station,Karnataka,Bengaluru,2022-11-19,Post-Monsoon,26.3,20.0,22.3,4.732003638673153,54,37.7,NE,12.3,96,8.8,1016.9,23.5,25.0,13.1,No,No,Light,Haze
IMD2640,Chennai Weather Station,Tamil Nadu,Chennai,2021-11-06,Post-Monsoon,26.4,17.0,22.8,1.076397478347286,37,5.3,E,8.8,95,11.2,1007.7,21.5,24.7,10.2,No,No,Light,Rain
IMD2641,Kanpur Weather Station,Uttar Pradesh,Kanpur,2023-12-17,Winter,22.0,14.2,18.3,6.114814814078542,41,29.2,E,13.9,82,5.7,1002.0,19.5,20.4,6.5,No,No,Light,Fog
IMD2642,Kolkata Weather Station,West Bengal,Kolkata,2020-04-13,Summer,39.6,33.2,36.5,5.320205509948866,54,35.3,E,1.2,16,4.5,1001.8,36.2,39.2,27.3,No,No,Light,Fog
IMD2643,Patiala Weather Station,Punjab,Patiala,2022-10-28,Post-Monsoon,27.2,21.4,23.9,5.041171807858768,52,28.8,E,10.4,40,5.4,1017.5,25.5,26.5,14.3,No,No,Light,Rain
IMD2644,Meerut Weather Station,Uttar Pradesh,Meerut,2024-10-27,Post-Monsoon,29.0,18.1,24.3,2.4347223466662746,47,14.8,N,14.7,77,11.4,1014.0,26.0,26.7,13.7,No,No,Light,Thunderstorm
IMD2645,Jodhpur Weather Station,Rajasthan,Jodhpur,2021-11-12,Post-Monsoon,24.2,17.3,20.4,5.336031452112993,43,9.9,N,4.6,70,11.8,1010.7,22.2,22.5,9.0,No,No,Light,Thunderstorm
