observation_id,date,station_id,country,latitude,longitude,elevation_m,avg_temperature_c,max_temperature_c,min_temperature_c,precipitation_mm,snowfall_cm,humidity_percent,wind_speed_kmh,wind_direction,solar_radiation_wm2,atmospheric_pressure_hpa,cloud_cover_percent,uv_index,soil_moisture_percent,drought_index,evapotranspiration_mm,air_quality_index,pm25,pm10,co2_ppm,methane_ppb,ozone_ppb,climate_zone,weather_event,disaster_risk
1555,2024-08-06,NOAA1043,Canada,34.333,-77.115,1513.2,30.9,33.3,25.8,10.5,0.0,44,3.9,SW,794.2,1003.2,53,10,27.5,Medium,5.49,113,28.2,45.9,430.4,1871.4,47.4,Continental,Heatwave,Medium
1556,2022-06-22,NOAA1029,Canada,42.6317,-90.7782,1971.2,35.2,42.5,30.6,30.2,0.0,61,10.0,NE,750.0,1013.8,5,4,46.3,Low,6.91,99,24.4,54.5,410.5,1892.1,28.2,Polar,Heatwave,High
1557,2022-10-26,NOAA1040,Mexico,46.6706,-121.4684,2363.5,19.3,23.1,15.4,10.0,0.0,43,27.9,SE,273.3,996.6,16,9,28.8,Medium,4.33,120,22.5,61.3,422.2,1876.0,48.6,Polar,Storm,Medium
1558,2024-03-14,NOAA1049,USA,29.0164,-104.692,2563.8,9.2,12.4,4.1,6.7,0.0,39,6.6,N,154.9,1014.8,37,6,33.0,Medium,1.57,132,24.3,54.1,420.1,1909.8,31.2,Temperate,Heatwave,High
1559,2023-09-01,NOAA1038,Canada,39.5821,-80.0687,347.8,27.1,34.6,21.3,28.6,0.0,54,33.1,N,801.7,1011.4,43,2,39.0,Low,5.41,90,26.2,47.2,416.9,1833.4,33.2,Polar,Heatwave,Low
1560,2022-10-24,NOAA1042,Canada,26.8433,-123.5562,34.4,22.8,26.7,15.1,34.3,0.0,68,27.7,SE,665.7,1005.9,96,9,54.1,Low,5.33,93,16.6,51.2,412.1,1918.5,40.7,Temperate,Coldwave,Medium
1561,2020-06-20,NOAA1037,USA,29.9809,-115.9917,2287.2,31.0,34.7,26.9,8.0,0.0,43,43.4,N,550.0,1021.6,98,5,22.8,Medium,4.75,110,27.8,59.5,425.4,1899.7,46.8,Continental,Heatwave,Medium
1562,2022-12-05,NOAA1022,Canada,28.708,-98.4089,1622.7,5.7,10.0,3.1,14.0,0.0,60,31.7,E,824.1,1008.2,100,3,45.5,Medium,2.15,94,31.4,54.8,419.0,1908.9,35.2,Arid,None,Medium
1563,2021-10-13,NOAA1043,USA,29.0324,-117.2809,1294.9,10.7,17.7,8.3,8.6,0.0,55,5.5,NE,633.8,1010.1,16,11,41.9,Medium,3.16,110,24.8,49.3,428.8,1907.1,35.8,Arid,Coldwave,High
1564,2022-11-06,NOAA1037,Mexico,46.9666,-120.6046,2364.1,12.2,15.5,5.5,6.5,0.0,53,37.1,SW,580.0,1013.8,71,11,40.1,Medium,3.23,104,31.8,64.4,406.7,1840.1,37.0,Continental,Fog,Low
1565,2023-03-14,NOAA1035,USA,48.2053,-103.5193,1031.3,2.5,5.0,-0.3,7.4,0.0,51,4.1,SE,734.1,1002.1,0,9,29.7,Medium,1.95,103,32.6,64.1,415.9,1934.9,48.5,Temperate,Storm,Medium
1566,2024-03-10,NOAA1002,Mexico,41.8353,-84.5679,1498.7,9.6,12.2,7.4,21.7,0.0,61,35.3,SE,318.5,1004.4,72,6,38.9,Low,2.57,105,19.9,47.2,428.9,1906.6,37.7,Polar,Fog,High
1567,2021-11-11,NOAA1002,Canada,44.8647,-84.5383,1370.2,6.0,10.0,1.4,32.8,0.0,70,26.0,SW,557.2,1014.3,5,8,45.1,Low,2.12,89,17.6,36.5,416.6,1950.9,44.7,Polar,Fog,Low
1568,2021-08-17,NOAA1022,Canada,47.3179,-67.1817,1329.2,27.2,31.8,23.3,13.7,0.0,62,10.2,S,463.3,1005.8,96,7,45.1,Medium,5.84,113,23.5,45.1,429.4,1833.1,23.1,Arid,Heatwave,Low
1569,2022-12-10,NOAA1025,USA,36.2659,-107.2709,2136.6,7.0,14.3,3.1,3.2,0.0,56,41.0,E,872.9,1010.0,87,7,33.3,High,2.66,125,25.0,63.6,420.4,1930.0,52.0,Continental,Rain,High
1570,2023-01-11,NOAA1027,USA,43.4318,-106.4188,1566.3,1.8,5.4,-5.8,11.4,17.5,53,27.6,W,486.5,997.2,5,2,35.4,Medium,1.03,124,29.6,60.7,412.7,1918.1,37.6,Arid,None,Low
1571,2020-05-08,NOAA1031,USA,29.9508,-83.1425,442.6,20.5,23.4,17.4,6.9,0.0,50,10.7,E,373.3,1021.0,95,7,40.3,Medium,3.08,118,30.7,57.0,416.5,1840.9,21.7,Polar,Storm,High
1572,2022-03-10,NOAA1028,USA,27.592,-69.52,169.7,5.6,12.2,3.6,2.8,0.0,38,17.5,SE,364.4,1015.7,98,2,21.6,High,1.08,119,28.0,56.9,419.0,1843.6,36.9,Arid,Coldwave,High
1573,2021-04-15,NOAA1042,USA,30.8128,-116.7681,2153.5,16.0,18.7,10.4,10.0,0.0,50,40.0,S,833.1,1004.8,95,4,38.6,Medium,3.99,112,31.6,57.8,416.7,1841.8,47.8,Temperate,Storm,Low
1574,2024-07-11,NOAA1031,Mexico,30.3387,-84.404,2401.1,31.6,34.8,24.5,6.5,0.0,55,22.0,NW,573.4,1009.9,69,3,41.5,Medium,5.35,107,24.3,49.0,416.2,1912.1,37.5,Polar,Rain,Low
1575,2020-07-08,NOAA1031,Mexico,47.5677,-74.6668,2703.6,30.8,35.9,25.8,13.1,0.0,48,30.1,N,743.2,1008.8,72,7,28.0,Medium,5.24,117,25.2,52.7,422.6,1944.0,22.0,Polar,Heatwave,Low
1576,2023-10-23,NOAA1023,Mexico,36.3633,-68.573,2328.9,12.5,19.7,5.3,8.2,0.0,49,19.9,S,501.8,1013.0,68,3,29.4,Medium,3.39,127,31.2,48.9,430.0,1950.1,43.7,Arid,Storm,High
1577,2021-01-15,NOAA1040,Canada,29.8624,-117.345,2697.1,3.5,11.3,-2.6,50.4,0.0,69,34.6,N,364.9,1005.3,31,5,45.7,Low,0.99,87,14.3,44.0,395.9,1963.2,46.4,Tropical,None,Medium
1578,2022-06-22,NOAA1030,Canada,34.1126,-102.4048,132.8,36.0,38.8,30.7,30.6,0.0,65,23.3,SW,665.4,1025.6,64,8,38.8,Low,6.73,77,23.6,41.0,422.4,1988.4,35.8,Temperate,Fog,Low
1579,2024-01-07,NOAA1035,Canada,39.5003,-118.1448,2331.4,8.6,14.9,4.2,32.9,0.0,66,6.1,N,484.6,1002.8,37,2,42.3,Low,3.2,86,16.8,49.9,416.4,1924.8,28.6,Temperate,Heatwave,Low
1580,2021-07-22,NOAA1022,USA,39.1811,-74.5659,1145.9,29.8,33.6,23.6,45.2,0.0,71,15.4,SE,270.8,999.1,76,10,55.3,Low,4.66,66,20.5,34.6,416.4,1889.6,36.0,Tropical,Rain,Medium
1581,2024-05-27,NOAA1028,USA,39.9333,-76.006,1402.2,22.2,24.8,15.7,18.4,0.0,64,34.1,S,281.0,1012.1,38,10,46.4,Medium,4.06,120,27.4,57.1,427.9,1915.5,38.7,Continental,Fog,Low
1582,2024-02-11,NOAA1033,Mexico,27.2157,-70.8423,1535.2,3.8,6.1,-2.5,15.5,0.0,60,42.0,E,192.5,1008.5,73,10,36.5,Medium,1.78,102,25.7,61.8,424.1,1911.6,40.4,Tropical,Coldwave,Low
1583,2022-10-02,NOAA1037,USA,47.8619,-111.9926,352.6,20.7,23.7,17.3,7.6,0.0,48,27.9,S,545.4,1016.4,56,1,30.2,Medium,3.52,104,32.9,60.8,411.4,1861.0,34.1,Polar,Rain,Medium
1584,2023-02-11,NOAA1019,Canada,36.3184,-75.0653,767.5,7.0,11.8,3.7,24.6,0.0,63,18.6,SW,421.8,1005.1,0,11,51.6,Low,1.81,88,20.5,57.5,419.5,1837.1,43.0,Tropical,None,Low
1585,2024-05-31,NOAA1034,USA,27.9021,-76.7474,637.6,17.5,24.6,13.0,10.7,0.0,61,43.2,E,484.6,1011.5,33,8,36.8,Medium,3.15,107,28.3,48.6,418.2,1911.3,28.6,Temperate,Storm,High
1586,2024-05-14,NOAA1041,Mexico,48.9592,-99.4393,498.3,19.3,25.9,11.9,27.1,0.0,62,19.2,W,126.0,1026.2,34,9,41.0,Low,3.36,88,20.2,49.5,418.1,1872.4,34.5,Arid,Rain,Medium
1587,2022-12-03,NOAA1037,Mexico,27.1977,-68.9046,1973.5,-0.2,7.7,-7.0,8.1,7.0,47,8.6,S,245.1,1015.0,3,7,36.9,Medium,0.91,101,27.7,60.1,419.2,1927.4,47.1,Arid,Coldwave,High
1588,2024-01-26,NOAA1024,Canada,40.0221,-93.8454,249.5,-0.4,4.1,-4.4,17.3,7.0,52,17.5,SW,558.2,1010.0,33,3,29.6,Medium,0.5,99,29.9,45.5,418.3,1950.8,50.4,Continental,Rain,High
1589,2022-03-17,NOAA1036,Canada,29.2544,-101.2143,1283.0,8.9,13.9,4.0,7.8,0.0,49,26.4,SW,730.7,1022.3,54,2,29.6,Medium,2.89,102,27.9,66.1,427.2,1862.3,33.3,Temperate,Coldwave,Medium
1590,2021-03-26,NOAA1001,Mexico,40.6566,-78.4315,537.5,7.2,13.9,0.1,8.1,0.0,56,10.3,N,643.7,1021.0,62,7,33.0,Medium,2.81,98,23.9,47.6,415.7,1894.0,29.3,Polar,None,Medium
1591,2021-09-22,NOAA1000,Canada,31.7934,-81.2851,1238.1,24.0,27.5,18.3,10.2,0.0,57,34.6,S,894.3,1006.0,77,1,33.3,Medium,5.33,127,32.0,46.8,419.8,1958.3,44.2,Continental,Storm,Medium
1592,2023-12-12,NOAA1001,Canada,45.1419,-68.0961,1976.0,3.2,8.6,0.7,3.8,0.0,56,44.2,NW,279.3,1018.5,84,1,37.3,High,1.71,125,28.7,52.7,424.9,1956.8,24.4,Continental,Rain,Low
1593,2023-04-11,NOAA1007,USA,44.2231,-80.5845,1374.2,18.7,23.3,15.4,26.3,0.0,62,9.5,SW,507.1,1005.2,49,10,44.5,Low,4.77,95,27.5,49.3,412.8,1929.0,32.3,Continental,None,High
1594,2024-09-25,NOAA1023,Canada,46.9601,-98.6959,586.4,24.8,31.4,19.9,10.1,0.0,61,2.3,NE,645.0,1006.3,39,11,44.6,Medium,5.39,123,29.2,49.1,413.2,1952.6,45.2,Tropical,Fog,Medium
1595,2020-01-10,NOAA1027,Mexico,33.168,-95.022,2063.6,1.3,8.5,-4.8,18.8,8.4,64,4.7,SW,638.8,1024.4,60,4,51.9,Medium,1.2,116,28.9,57.0,419.0,1889.1,32.2,Polar,Storm,Low
1596,2023-11-28,NOAA1026,Canada,31.517,-95.7175,504.6,5.3,8.5,0.4,5.3,0.0,44,38.1,W,808.0,1005.6,97,6,32.3,Medium,2.41,115,31.0,57.7,415.7,1839.4,44.4,Continental,Heatwave,High
1597,2021-06-15,NOAA1040,Canada,48.3387,-81.5589,1046.6,27.7,34.8,20.8,2.3,0.0,54,12.3,NW,825.7,1012.5,40,11,30.4,High,5.43,118,24.7,56.1,419.4,1962.1,27.1,Continental,Heatwave,Low
1598,2023-05-14,NOAA1000,Mexico,42.3994,-85.2841,2244.1,21.8,27.5,17.9,2.6,0.0,56,11.8,S,366.2,1012.7,3,4,38.3,High,4.9,119,29.9,67.5,415.8,1859.1,37.7,Continental,Coldwave,Low
1599,2022-02-06,NOAA1034,USA,29.7693,-93.5804,2774.7,9.5,15.0,6.4,3.6,0.0,44,28.1,SE,425.7,1011.9,48,5,38.4,High,2.47,118,32.2,48.8,430.1,1876.2,43.0,Tropical,Heatwave,Low
1600,2020-04-23,NOAA1005,Canada,25.0314,-73.8451,655.3,8.8,15.7,2.6,14.4,0.0,51,38.1,SW,182.7,1004.6,94,3,34.2,Medium,2.35,124,25.9,54.4,418.3,1883.7,54.8,Tropical,Rain,Medium
1601,2022-03-19,NOAA1017,Mexico,35.249,-84.5756,2993.4,5.3,13.0,0.9,14.4,0.0,57,20.6,N,298.1,1015.0,17,8,35.0,Medium,2.36,120,24.0,49.5,420.3,1888.8,35.8,Tropical,None,High
1602,2024-04-01,NOAA1018,USA,26.2809,-118.9391,537.1,16.3,21.2,14.0,27.6,0.0,69,36.6,NE,645.6,1004.1,76,6,42.1,Low,3.04,110,20.7,53.8,411.6,1927.5,37.2,Continental,Coldwave,High
1603,2022-08-19,NOAA1033,USA,48.9003,-74.8066,65.2,33.7,36.2,30.2,30.1,0.0,59,40.2,NW,789.8,1018.5,47,5,44.6,Low,6.0,87,26.0,35.4,408.7,1959.3,38.3,Arid,Fog,High
1604,2023-11-06,NOAA1026,USA,29.4575,-97.3615,2178.6,13.1,20.3,8.3,3.6,0.0,42,20.6,NW,148.4,1007.6,10,11,34.9,High,3.36,108,33.5,60.2,418.8,1813.9,41.8,Tropical,Fog,Medium
1605,2020-07-13,NOAA1036,USA,28.057,-95.9569,760.7,32.4,38.0,26.9,14.8,0.0,49,43.5,NE,659.9,1029.8,26,4,34.3,Medium,6.73,118,21.4,60.9,416.3,1888.9,36.4,Polar,None,Medium
1606,2023-03-31,NOAA1048,USA,40.0712,-81.0314,2535.1,11.0,15.2,3.7,20.4,0.0,49,37.2,S,132.7,1018.1,4,8,34.7,Low,3.17,103,24.3,54.4,411.8,1924.4,43.8,Polar,Rain,Low
1607,2021-04-11,NOAA1033,Canada,36.0986,-99.327,2598.2,17.5,23.5,11.4,11.5,0.0,49,2.3,S,802.1,1019.4,79,3,34.0,Medium,3.65,93,24.0,61.6,433.0,1885.8,35.6,Polar,Coldwave,Low
1608,2024-06-09,NOAA1016,USA,42.7446,-119.2857,1477.3,29.8,34.9,23.3,29.7,0.0,64,23.6,S,858.5,994.3,34,1,45.6,Low,5.79,95,27.5,46.9,422.4,1883.8,44.3,Temperate,Rain,Low
1609,2023-07-05,NOAA1029,Mexico,46.2992,-99.1643,2534.2,34.8,41.7,31.9,15.5,0.0,45,28.6,N,199.4,1019.1,46,3,26.8,Medium,7.04,91,30.1,54.4,425.0,1911.5,41.3,Polar,Fog,High
1610,2022-04-03,NOAA1012,USA,25.5119,-89.7774,2674.6,10.9,18.4,6.8,11.3,0.0,53,43.5,SW,311.8,1008.2,0,4,29.6,Medium,2.83,100,30.2,49.9,416.6,1847.5,41.9,Temperate,Rain,High
1611,2022-08-06,NOAA1010,USA,27.8194,-74.6162,1883.9,31.3,35.4,28.7,29.6,0.0,58,44.0,SW,103.5,1013.4,37,3,35.8,Low,6.02,109,19.0,36.0,421.7,1922.2,32.1,Continental,Coldwave,Low
1612,2024-07-12,NOAA1019,Mexico,45.9877,-79.4396,97.6,29.4,32.8,21.6,35.7,0.0,57,41.1,SW,337.9,1009.3,36,8,35.4,Low,5.44,97,23.6,41.9,414.1,1897.8,39.4,Continental,Rain,High
1613,2024-07-19,NOAA1047,USA,31.5015,-83.1487,1914.3,31.8,35.8,26.6,12.0,0.0,58,6.5,NE,528.6,1021.8,62,3,46.4,Medium,5.15,125,30.7,52.7,400.2,1881.7,41.8,Arid,Rain,High
1614,2021-12-28,NOAA1032,Canada,29.432,-103.3468,1939.6,8.8,14.9,2.2,4.7,0.0,40,35.7,NE,369.2,1017.4,43,10,20.7,High,1.43,132,25.1,56.1,407.0,1930.5,47.4,Polar,Storm,Medium
1615,2021-06-20,NOAA1029,Canada,27.4795,-78.4452,44.7,28.5,34.8,24.7,37.6,0.0,73,25.8,NE,807.8,1025.4,41,1,51.3,Low,4.55,83,18.5,45.4,422.1,1906.6,41.8,Temperate,Rain,Medium
1616,2020-02-24,NOAA1026,Mexico,47.3267,-104.2398,1056.9,4.7,10.9,-1.9,4.1,0.0,51,11.0,SW,506.6,1006.0,9,1,35.8,High,2.13,109,28.4,63.5,412.1,1895.4,43.5,Arid,Heatwave,Medium
1617,2023-07-09,NOAA1031,Canada,33.9305,-74.1889,1109.8,31.7,39.0,29.0,7.0,0.0,54,11.3,NW,218.7,1020.5,36,10,42.8,Medium,5.25,128,29.4,46.8,417.1,1932.3,38.8,Temperate,Fog,Medium
1618,2024-11-25,NOAA1023,Mexico,48.5985,-92.7971,931.6,-1.1,5.0,-5.6,12.8,17.9,52,41.6,NE,449.1,1011.5,16,4,39.2,Medium,0.52,118,28.4,53.4,437.4,1957.8,26.6,Tropical,Storm,Medium
1619,2023-04-15,NOAA1021,USA,47.3231,-79.7382,1292.8,17.5,21.1,11.1,13.3,0.0,49,2.9,S,199.1,1011.3,19,3,34.2,Medium,3.98,116,25.3,59.5,422.8,1870.0,47.0,Arid,Storm,Low
1620,2023-11-21,NOAA1012,Canada,27.4773,-72.3351,1910.9,10.2,12.5,6.2,10.1,0.0,61,43.3,SW,544.5,1003.6,37,6,40.4,Medium,3.46,117,31.7,61.0,415.0,1828.4,48.1,Temperate,Heatwave,High
1621,2023-09-20,NOAA1013,Canada,44.064,-71.1158,1451.0,29.1,36.9,22.5,10.2,0.0,47,19.8,N,548.4,1016.6,100,10,30.6,Medium,4.38,99,22.7,53.2,407.8,1869.5,47.8,Temperate,Storm,Low
1622,2020-06-11,NOAA1005,Canada,46.8572,-85.2119,1677.5,30.6,37.2,28.0,0.6,0.0,50,32.9,NW,566.5,1007.8,28,7,35.9,High,6.36,119,33.6,63.1,421.6,1877.9,31.5,Continental,None,High
1623,2023-03-25,NOAA1032,Mexico,33.4063,-85.2846,2938.6,5.3,7.5,1.1,36.9,0.0,73,34.8,SE,577.8,1001.8,11,2,49.0,Low,1.2,70,17.4,37.3,423.6,1898.9,49.7,Temperate,Coldwave,High
1624,2021-01-23,NOAA1045,USA,47.5703,-99.2945,1499.3,-0.4,1.9,-7.9,30.2,13.3,60,40.2,NW,515.0,989.4,83,2,43.0,Low,1.17,107,20.4,54.0,432.8,1919.6,42.6,Continental,Coldwave,Low
1625,2024-03-21,NOAA1049,Canada,35.3746,-109.8374,2645.9,9.8,17.1,3.0,15.1,0.0,57,33.8,SE,339.2,1014.8,89,2,34.9,Medium,1.84,114,25.6,52.1,408.4,1879.8,31.5,Tropical,Fog,Medium
1626,2021-09-20,NOAA1001,Canada,36.1144,-92.1481,2299.5,28.9,35.5,22.3,40.6,0.0,67,27.8,W,425.2,1018.4,56,10,51.5,Low,4.99,69,21.7,40.7,405.0,1920.9,35.7,Continental,Storm,Medium
1627,2023-06-02,NOAA1010,Canada,34.3161,-98.5857,264.9,27.2,34.8,23.7,3.7,0.0,55,37.1,SE,886.2,1017.7,72,10,41.8,High,4.58,121,27.4,56.9,420.4,1845.8,25.2,Arid,Fog,Low
1628,2021-02-05,NOAA1017,USA,47.5972,-88.2835,2376.7,5.0,10.5,2.9,21.3,0.0,66,25.9,W,314.6,1015.5,75,7,44.4,Low,2.09,116,20.3,57.3,412.8,1940.6,48.0,Polar,Rain,Low
1629,2023-03-26,NOAA1015,Mexico,43.5307,-88.0818,2643.1,7.2,10.0,2.9,19.8,0.0,50,23.1,E,822.7,998.9,28,8,30.3,Medium,2.05,120,27.8,41.2,422.9,1946.5,41.4,Continental,Fog,High
1630,2020-05-11,NOAA1032,Canada,36.8066,-106.8543,2649.8,16.6,21.7,12.6,5.7,0.0,44,23.6,N,842.6,1003.5,100,6,28.0,Medium,3.26,119,30.3,56.1,420.5,1893.1,51.7,Continental,Fog,High
1631,2024-06-07,NOAA1029,Mexico,34.249,-85.4109,162.3,22.9,27.0,20.5,33.2,0.0,65,33.6,W,609.8,1003.9,61,11,44.3,Low,4.71,87,18.8,41.7,414.4,1913.7,29.8,Tropical,Rain,Medium
1632,2020-03-15,NOAA1026,USA,31.1286,-99.2396,578.6,13.6,17.1,10.1,12.6,0.0,53,3.8,S,220.7,1009.7,87,9,36.0,Medium,2.54,98,30.5,46.4,434.8,1888.1,31.2,Tropical,Storm,Low
1633,2023-07-17,NOAA1005,Mexico,48.3043,-104.1867,2832.2,26.4,28.5,22.4,15.1,0.0,62,18.1,NE,288.3,1009.8,40,9,40.5,Medium,5.05,105,31.1,60.7,430.6,1861.1,24.5,Tropical,Fog,High
1634,2022-10-22,NOAA1027,Canada,42.0452,-112.3257,2562.6,26.4,32.4,20.2,53.2,0.0,81,4.0,S,203.1,1014.5,26,9,50.2,Low,4.76,83,17.9,24.9,414.1,1882.7,43.3,Continental,None,Low
1635,2022-01-14,NOAA1008,Mexico,26.9565,-108.7655,1377.4,-3.1,3.9,-9.8,11.0,18.4,45,27.0,W,389.5,1021.0,76,1,28.8,Medium,0.5,95,29.3,51.5,425.3,1920.4,42.1,Polar,Heatwave,Low
1636,2020-08-19,NOAA1013,Canada,46.6856,-95.2834,581.2,33.7,37.6,26.5,9.9,0.0,49,29.0,NW,685.3,1014.4,94,6,28.3,Medium,5.14,99,22.6,60.1,404.5,1888.8,39.0,Tropical,None,Medium
1637,2023-01-30,NOAA1029,Canada,33.1397,-70.6558,2469.3,1.5,4.2,-6.5,30.2,4.8,71,37.9,N,326.7,1007.8,10,10,43.7,Low,0.79,79,19.2,43.4,428.0,1921.9,46.6,Arid,Heatwave,Low
1638,2020-12-25,NOAA1012,Canada,27.0747,-100.4121,1067.4,-4.9,0.2,-9.4,11.7,2.9,49,21.5,SW,370.7,1010.8,53,8,41.3,Medium,1.05,108,26.1,62.0,426.1,1885.1,46.3,Temperate,Rain,Medium
1639,2024-01-22,NOAA1007,USA,25.1849,-69.2706,2710.3,-6.8,0.3,-14.3,0.9,18.5,45,25.6,N,441.0,1003.7,0,6,30.9,High,0.5,108,34.5,51.2,434.9,1899.3,34.2,Polar,None,Medium
1640,2022-07-18,NOAA1012,USA,48.3241,-103.1964,2387.2,34.1,39.5,30.7,25.3,0.0,69,31.9,SE,113.4,1021.0,47,5,48.8,Low,6.58,99,28.4,54.8,419.3,1927.0,44.6,Continental,Storm,Medium
1641,2024-08-01,NOAA1028,Mexico,32.1232,-115.719,324.8,32.0,37.2,29.8,28.4,0.0,53,13.7,W,646.7,1010.7,52,9,41.6,Low,6.06,97,25.3,47.3,427.7,1881.0,34.8,Tropical,Fog,Low
1642,2021-09-15,NOAA1049,Mexico,46.742,-105.5894,914.3,31.6,36.6,24.9,12.2,0.0,44,6.2,SE,252.3,1019.9,50,6,34.4,Medium,5.19,118,24.0,48.7,397.9,2008.6,52.0,Arid,Heatwave,High
1643,2024-04-30,NOAA1044,Canada,29.6442,-84.0682,158.8,15.0,20.5,9.8,13.4,0.0,54,14.1,W,716.9,1005.4,33,4,37.0,Medium,3.15,100,22.6,52.5,425.2,1903.0,25.8,Arid,Heatwave,Low
1644,2020-08-15,NOAA1021,Mexico,41.8017,-88.5233,1655.4,31.9,38.0,25.1,8.9,0.0,45,39.1,NW,174.0,1011.3,82,9,29.5,Medium,5.84,125,26.6,54.4,429.1,1885.9,41.8,Temperate,Storm,High
1645,2020-07-12,NOAA1047,USA,48.2289,-79.8689,716.9,36.2,42.8,33.8,12.5,0.0,57,4.5,SW,676.9,1011.0,75,2,44.3,Medium,6.64,127,23.8,58.1,424.0,1894.7,33.6,Temperate,Heatwave,High
1646,2021-03-09,NOAA1018,Mexico,36.9896,-94.4095,2140.2,9.6,13.1,5.8,31.5,0.0,65,18.6,S,842.5,1006.1,45,3,53.2,Low,2.11,85,26.4,41.6,425.4,1887.8,45.0,Temperate,Fog,Medium
1647,2024-10-11,NOAA1023,USA,38.8372,-101.6584,2608.0,6.1,10.9,-1.2,13.4,0.0,55,15.8,E,622.0,1003.9,92,3,37.7,Medium,2.08,101,25.8,58.5,415.8,1877.6,35.8,Continental,Fog,Low
1648,2020-09-05,NOAA1027,Mexico,45.6578,-122.8619,352.6,29.7,37.6,22.4,12.8,0.0,59,35.9,W,770.7,1015.2,75,11,34.4,Medium,5.01,92,29.9,44.9,426.5,1943.8,49.9,Continental,None,Low
1649,2024-11-21,NOAA1008,Canada,41.5671,-85.994,1582.1,16.5,20.6,9.4,8.8,0.0,46,30.7,NW,472.0,1016.0,62,8,36.8,Medium,2.64,125,24.1,53.3,423.9,1931.8,33.9,Tropical,None,Low
1650,2023-02-27,NOAA1027,Mexico,40.7449,-82.0908,2726.3,5.8,9.6,3.6,20.3,0.0,57,23.1,SE,608.6,1028.1,76,6,38.1,Low,2.47,91,29.8,56.2,420.1,1917.0,32.2,Tropical,None,Medium
1651,2024-11-07,NOAA1013,Canada,34.6304,-75.2375,2188.0,17.5,22.9,11.1,10.2,0.0,44,21.8,S,684.5,1008.8,100,11,32.6,Medium,3.33,97,27.4,47.0,415.5,1869.4,34.2,Continental,Fog,Medium
1652,2024-12-05,NOAA1026,Mexico,36.3492,-103.303,361.9,8.6,11.4,5.9,4.8,0.0,53,33.3,S,507.7,1018.9,36,8,36.3,High,1.77,121,30.3,53.7,427.4,1947.1,54.7,Polar,Rain,Medium
1653,2022-03-02,NOAA1037,Mexico,36.2722,-116.9208,1052.0,2.9,9.5,-4.2,4.2,0.0,56,28.3,N,657.6,1006.7,32,7,41.4,High,0.68,124,32.0,50.1,411.5,1903.4,44.0,Temperate,Coldwave,Medium
1654,2023-04-13,NOAA1012,USA,33.8695,-85.3401,638.7,8.1,10.6,1.5,9.0,0.0,58,22.6,SE,131.7,1011.0,82,7,41.1,Medium,2.25,126,26.5,50.2,411.0,1880.4,31.0,Arid,Rain,Medium
1655,2023-11-13,NOAA1003,USA,39.3573,-108.2243,1646.6,8.5,13.4,3.6,5.0,0.0,43,7.3,E,546.8,1007.2,51,10,35.8,Medium,2.45,118,31.2,49.9,417.9,1912.0,39.6,Tropical,Coldwave,Low
1656,2024-06-27,NOAA1008,Mexico,30.3047,-98.8917,1380.3,31.2,35.8,23.8,9.9,0.0,44,2.3,SE,554.1,1020.3,35,11,34.3,Medium,6.37,118,30.9,57.9,423.2,1897.2,33.6,Temperate,Storm,Medium
1657,2022-09-14,NOAA1046,Canada,43.7434,-91.935,1376.0,25.5,28.7,18.0,21.8,0.0,63,30.8,SE,341.4,1019.4,40,4,41.7,Low,4.83,87,20.2,45.7,420.4,1913.6,42.6,Arid,None,High
1658,2020-10-15,NOAA1010,USA,39.8536,-94.6126,2199.2,12.2,15.3,6.7,27.7,0.0,65,38.7,NW,614.9,1014.1,53,3,51.6,Low,2.34,89,23.8,44.3,425.4,1868.1,36.3,Continental,Heatwave,Low
1659,2024-07-09,NOAA1034,Canada,32.7883,-101.2151,2277.1,32.4,35.8,24.9,17.2,0.0,61,29.7,S,312.8,1002.5,13,1,47.3,Medium,4.99,106,22.2,51.1,431.3,1902.9,58.5,Polar,Heatwave,Medium
1660,2023-06-28,NOAA1022,Canada,45.1958,-115.4355,2762.5,31.2,33.2,24.1,13.9,0.0,49,36.4,W,589.0,1012.4,79,11,28.1,Medium,6.6,106,25.2,62.5,415.9,1880.8,40.2,Arid,Rain,High
1661,2021-09-20,NOAA1040,USA,27.4179,-105.4778,1498.5,24.4,31.5,20.6,9.2,0.0,56,17.9,N,614.4,1027.2,52,5,44.7,Medium,5.42,105,26.5,51.4,403.9,1918.5,50.0,Arid,Storm,Medium
1662,2022-05-02,NOAA1000,USA,48.0763,-76.6599,1025.0,24.2,27.7,19.9,3.8,0.0,42,32.5,E,215.3,1018.9,31,10,26.0,High,4.61,106,31.6,53.0,431.4,1902.1,45.0,Arid,Rain,Medium
1663,2022-02-27,NOAA1003,Mexico,47.222,-76.5076,777.6,0.3,6.4,-6.0,16.6,1.0,56,4.2,SE,841.1,1019.1,67,2,32.0,Medium,1.2,110,21.9,45.5,427.9,1902.3,35.5,Tropical,None,Medium
1664,2023-07-19,NOAA1047,USA,25.0109,-114.284,873.2,36.3,38.9,32.3,6.1,0.0,40,4.9,N,824.4,1002.7,43,7,24.0,Medium,7.11,131,30.8,65.1,430.0,1869.4,25.6,Arid,None,Low
